Language,Category,Slug,Title,Description,Main Keyword,Has Content,Content Path,Competitor URL 1,Competitor URL 2,Competitor URL 3,Competitor URL 4,Competitor URL 5,Competitor URL 6,Competitor URL 7,Competitor URL 8,Competitor URL 9,Competitor URL 10,Authority Source 1,Authority Source 2,Notes
it,fisco-e-lavoro-autonomo,ritenuta-dacconto-fornitori,Calcolo Costi Notaio per Acquisto Casa e Mutuo,"Calcola onorario notaio, imposte di registro, ipotecarie e catastali per compravendita immobiliare.",notaio,NO,content/it/fisco-e-lavoro-autonomo/ritenuta-dacconto-fornitori.md,,,,,,,,,,,,,
it,immobiliare-e-casa,imposta-registro-ipotecaria-catastale,Calcolo Imposte Registro Ipotecaria e Catastale,"Calcola imposta di registro, ipotecaria e catastale per acquisto prima casa e seconda casa.",imposta registro,YES,content/it/immobiliare-e-casa/imposta-registro-ipotecaria-catastale.md,,,,,,,,,,,,,
it,immobiliare-e-casa,imposta-successione-donazione,Calcolo Imposta di Successione e Donazione,Calcola imposta di successione e donazione in base al grado di parentela e patrimonio ereditario.,successione,NO,content/it/immobiliare-e-casa/imposta-successione-donazione.md,,,,,,,,,,,,,
it,immobiliare-e-casa,detrazioni-bonus-mobili,Calcolo Bonus Mobili 2025 - Detrazioni 50%,Calcola detrazione fiscale 50% per acquisto mobili ed elettrodomestici dopo ristrutturazione.,bonus mobili,YES,content/it/immobiliare-e-casa/detrazioni-bonus-mobili.md,,,,,,,,,,,,,
it,immobiliare-e-casa,costo-cappotto-termico-incentivi,Calcolo Costo Cappotto Termico con Ecobonus,Stima costi cappotto termico esterno/interno e calcola detrazioni fiscali con ecobonus.,cappotto termico,YES,content/it/immobiliare-e-casa/costo-cappotto-termico-incentivi.md,,,,,,,,,,,,,
it,immobiliare-e-casa,calcolo-tari-per-comune,Calcolo TARI - Tassa Rifiuti per Comune,"Calcola tassa rifiuti TARI in base a comune, superficie abitazione e numero componenti nucleo familiare.",TARI,YES,content/it/immobiliare-e-casa/calcolo-tari-per-comune.md,,,,,,,,,,,,,
it,risparmio-e-investimenti,tassazione-dividendi-italiani-esteri,Calcolo Tassazione Dividendi Italiani ed Esteri,Calcola tassazione al 26% su dividendi azionari italiani ed esteri. Ritenuta alla fonte e netto percepito.,dividendi,YES,content/it/risparmio-e-investimenti/tassazione-dividendi-italiani-esteri.md,,,,,,,,,,,,,
it,risparmio-e-investimenti,rendimento-netto-btp-vs-conto-deposito,BTP vs Conto Deposito: Confronto Rendimento Netto,Confronta rendimento netto di BTP e conti deposito al netto di tasse e inflazione.,BTP,YES,content/it/risparmio-e-investimenti/rendimento-netto-btp-vs-conto-deposito.md,,,,,,,,,,,,,
it,risparmio-e-investimenti,tassazione-criptovalute-quadro-rw,Calcolo Tasse Criptovalute e Quadro RW,"Calcola tasse su plusvalenze crypto, imposta 26%, compilazione quadro RW e soglia 2000€.",criptovalute,YES,content/it/risparmio-e-investimenti/tassazione-criptovalute-quadro-rw.md,,,,,,,,,,,,,
it,risparmio-e-investimenti,tassazione-crowdfunding-equity-lending,Tassazione Crowdfunding Equity e Lending,"Calcola tasse su rendimenti da crowdfunding immobiliare, equity e lending. Tassazione 26%.",crowdfunding,YES,content/it/risparmio-e-investimenti/tassazione-crowdfunding-equity-lending.md,,,,,,,,,,,,,
it,risparmio-e-investimenti,tassazione-polizze-vita-ramo-1-3,Tassazione Polizze Vita Ramo I e Ramo III,"Calcola tassazione su polizze vita: 26% su unit linked (ramo III), 12.5% su gestioni separate (ramo I).",polizze vita,YES,content/it/risparmio-e-investimenti/tassazione-polizze-vita-ramo-1-3.md,,,,,,,,,,,,,
it,risparmio-e-investimenti,convenienza-fondo-pensione-vs-tfr,Fondo Pensione vs TFR: Convenienza e Confronto,Confronta convenienza tra fondo pensione integrativo e TFR in azienda. Calcola vantaggi fiscali.,fondo pensione,YES,content/it/risparmio-e-investimenti/convenienza-fondo-pensione-vs-tfr.md,,,,,,,,,,,,,
it,veicoli-e-trasporti,bollo-auto-e-superbollo,Calcolo Bollo Auto e Superbollo 2025,"Calcola bollo auto in base a regione, kW, euro e superbollo per auto di lusso oltre 185 kW.",bollo auto,NO,content/it/veicoli-e-trasporti/bollo-auto-e-superbollo.md,,,,,,,,,,,,,
it,veicoli-e-trasporti,passaggio-proprieta-auto,Calcolo Costi Passaggio di Proprietà Auto,"Calcola costi PRA, IPT, imposta di trascrizione e emolumenti ACI per passaggio proprietà veicoli.",passaggio proprietà,NO,content/it/veicoli-e-trasporti/passaggio-proprieta-auto.md,,,,,,,,,,,,,
it,veicoli-e-trasporti,leasing-vs-noleggio-vs-acquisto,Leasing vs Noleggio vs Acquisto Auto: Confronto,"Confronta convenienza economica tra leasing, noleggio a lungo termine e acquisto diretto auto.",leasing auto,NO,content/it/veicoli-e-trasporti/leasing-vs-noleggio-vs-acquisto.md,,,,,,,,,,,,,
it,veicoli-e-trasporti,costo-revisione-auto,Calcolo Costo Revisione Auto Motorizzazione,Calcola costo revisione auto presso Motorizzazione o centri privati autorizzati. Scadenze e tariffe.,revisione auto,NO,content/it/veicoli-e-trasporti/costo-revisione-auto.md,,,,,,,,,,,,,
it,veicoli-e-trasporti,ammortamento-auto-agenti-commercio,Ammortamento Auto Agenti di Commercio,Calcola ammortamento fiscale auto per agenti di commercio: deducibilità 80% costi e 100% IVA.,ammortamento auto,NO,content/it/veicoli-e-trasporti/ammortamento-auto-agenti-commercio.md,,,,,,,,,,,,,
it,veicoli-e-trasporti,deducibilita-costi-auto-aziendale,Deducibilità Costi Auto Aziendale e Partita IVA,"Calcola deducibilità fiscale costi auto aziendale: carburante, manutenzione, ammortamento e IVA.",auto aziendale,NO,content/it/veicoli-e-trasporti/deducibilita-costi-auto-aziendale.md,,,,,,,,,,,,,
it,pmi-e-impresa,costo-totale-dipendente-cuneo-fiscale,Calcolo Costo Dipendente e Cuneo Fiscale,"Calcola costo totale dipendente (RAL + contributi INPS), netto in busta paga e cuneo fiscale.",costo dipendente,YES,content/it/pmi-e-impresa/costo-totale-dipendente-cuneo-fiscale.md,,,,,,,,,,,,,
it,pmi-e-impresa,break-even-point,Calcolo Break Even Point e Punto di Pareggio,"Calcola liquidazione IVA periodica: IVA a debito, credito, versamento trimestrale o mensile.",liquidazione IVA,NO,content/it/pmi-e-impresa/break-even-point.md,,,,,,,,,,,,,
it,pmi-e-impresa,credito-imposta-investimenti-40,Calcolo Ammortamento Beni Strumentali,"Calcola ammortamento fiscale e civilistico di beni strumentali: macchinari, attrezzature, software.",ammortamento,YES,content/it/pmi-e-impresa/credito-imposta-investimenti-40.md,,,,,,,,,,,,,
it,pmi-e-impresa,ravvedimento-operoso-f24,Calcolo Ravvedimento Operoso e Sanzioni,Calcola ravvedimento operoso per pagamenti tardivi: sanzioni ridotte e interessi legali.,ravvedimento operoso,NO,content/it/pmi-e-impresa/ravvedimento-operoso-f24.md,,,,,,,,,,,,,
it,pmi-e-impresa,imposta-bollo-fatture,Calcolo Imposta di Bollo su Fatture Elettroniche,"Calcola quando applicare marca da bollo 2€ su fatture elettroniche oltre 77,47€ senza IVA.",bollo fatture,NO,content/it/pmi-e-impresa/imposta-bollo-fatture.md,,,,,,,,,,,,,
it,famiglia-e-vita-quotidiana,assegno-mantenimento-divorzio,Calcolo Assegno Mantenimento Figli e Coniuge,Calcola assegno di mantenimento per figli e ex coniuge in caso di separazione o divorzio.,mantenimento figli,YES,content/it/famiglia-e-vita-quotidiana/assegno-mantenimento-divorzio.md,,,,,,,,,,,,,
it,famiglia-e-vita-quotidiana,costo-matrimonio-civile-religioso,Calcolo Costo Matrimonio Civile e Religioso,"Stima budget matrimonio: location, catering, fotografo, fiori, abiti, bomboniere e servizi.",matrimonio,YES,content/it/famiglia-e-vita-quotidiana/costo-matrimonio-civile-religioso.md,,,,,,,,,,,,,
it,famiglia-e-vita-quotidiana,imposta-successione-donazione,Calcolo Imposta di Successione e Donazione,Calcola imposta di successione ereditaria in base al grado di parentela e valore eredità.,successione,YES,content/it/famiglia-e-vita-quotidiana/imposta-successione-donazione.md,,,,,,,,,,,,,
it,famiglia-e-vita-quotidiana,spese-universitarie-per-citta,Calcolo Costo Università per Città Studenti,"Stima costi universitari: affitto, tasse, trasporti, vitto e spese varie per città italiana.",università,YES,content/it/famiglia-e-vita-quotidiana/spese-universitarie-per-citta.md,,,,,,,,,,,,,
it,hobby-e-tempo-libero,abbonamento-stadio-vs-biglietto,Abbonamento Stadio vs Biglietto Singolo: Convenienza,Confronta convenienza tra abbonamento stagionale e biglietti singoli per partite Serie A.,abbonamento stadio,YES,content/it/hobby-e-tempo-libero/abbonamento-stadio-vs-biglietto.md,,,,,,,,,,,,,
it,agricoltura-e-cibo,tassazione-imprenditore-agricolo-iap,Calcolo Tasse Imprenditore Agricolo Professionale IAP,Calcola tasse e regime fiscale per imprenditore agricolo professionale: reddito agrario e dominicale.,imprenditore agricolo,YES,content/it/agricoltura-e-cibo/tassazione-imprenditore-agricolo-iap.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-cuota-autonomos-2025,Calculadora Cuota Autónomos 2025 - Sistema de Cotización,Calcula tu cuota de autónomos 2025 según tus ingresos reales. Nuevo sistema de cotización por tramos.,autónomos,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-cuota-autonomos-2025.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-periodistas,Calculadora IRPF Periodistas y Comunicadores,"Calcula IRPF y retenciones para periodistas freelance, comunicadores y redactores autónomos.",IRPF periodistas,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-periodistas.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-profesores-particulares,Calculadora IRPF Profesores Particulares,"Calcula IRPF para profesores particulares, clases privadas y academias. Gastos deducibles.",profesor particular,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-profesores-particulares.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-abogados,Calculadora IRPF Abogados y Mutualidad,Calcula IRPF y cuotas de mutualidad para abogados en ejercicio libre. Gastos deducibles.,IRPF abogados,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-abogados.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-desarrolladores,Calculadora IRPF Desarrolladores y Programadores,"Calcula IRPF para desarrolladores web, programadores y freelance IT. Estimación objetiva vs directa.",IRPF desarrollador,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-desarrolladores.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-alquiler-turistico,Calculadora IRPF Alquiler Turístico Airbnb,Calcula IRPF por alquiler turístico y vacacional. Gastos deducibles y rendimientos capital inmobiliario.,alquiler turístico,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-alquiler-turistico.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-agentes-inmobiliarios,Calculadora IRPF Agentes Inmobiliarios,"Calcula IRPF para agentes inmobiliarios, API y asesores inmobiliarios autónomos.",agente inmobiliario,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-agentes-inmobiliarios.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-agricultores-ganaderos,Calculadora IRPF Agricultores y Ganaderos,Calcula IRPF para actividades agrícolas y ganaderas. Estimación objetiva y régimen especial agrario.,IRPF agricultura,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-agricultores-ganaderos.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-irpf-guias-turisticos,Calculadora IRPF Guías Turísticos,Calcula IRPF para guías turísticos oficiales y freelance. Gastos deducibles y retenciones.,guía turístico,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-irpf-guias-turisticos.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-retencion-irpf-facturas,Calculadora Retención IRPF en Facturas,"Calcula retención IRPF en facturas de autónomos: 15%, 7% o sin retención según actividad.",retención IRPF,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-retencion-irpf-facturas.md,,,,,,,,,,,,,
es,impuestos-y-trabajo-autonomo,calculadora-gastos-deducibles-autonomos,Calculadora Gastos Deducibles Autónomos,"Calcula qué gastos puedes deducir como autónomo: oficina, suministros, vehículo, dietas.",gastos deducibles,YES,content/es/impuestos-y-trabajo-autonomo/calculadora-gastos-deducibles-autonomos.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,calculadora-plusvalia-municipal,Calculadora Plusvalía Municipal IIVTNU,Calcula plusvalía municipal (IIVTNU) en venta de inmuebles según años de tenencia y valor catastral.,plusvalía municipal,YES,content/es/bienes-raices-y-vivienda/calculadora-plusvalia-municipal.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,calculadora-ibi-municipio,Calculadora IBI - Impuesto sobre Bienes Inmuebles,Calcula IBI según valor catastral y tipo impositivo de tu municipio. Bonificaciones aplicables.,IBI,YES,content/es/bienes-raices-y-vivienda/calculadora-ibi-municipio.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,simulador-hipoteca-fija-variable,Simulador Hipoteca Fija vs Variable - Comparación,"Compara hipoteca tipo fijo vs variable. Calcula cuota mensual, intereses totales y TAE.",hipoteca fija,YES,content/es/bienes-raices-y-vivienda/simulador-hipoteca-fija-variable.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,calculadora-coste-reforma-vivienda,Calculadora Coste Reforma Integral Vivienda,"Estima presupuesto reforma integral: albañilería, fontanería, electricidad, pintura y acabados.",reforma vivienda,NO,content/es/bienes-raices-y-vivienda/calculadora-coste-reforma-vivienda.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,calculadora-certificacion-energetica,Calculadora Certificado Energético Vivienda,Calcula coste certificado energético y estima calificación energética de tu vivienda (A-G).,certificado energético,YES,content/es/bienes-raices-y-vivienda/calculadora-certificacion-energetica.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,calculadora-coste-placas-solares,Calculadora Instalación Placas Solares y Ahorro,"Calcula coste instalación fotovoltaica, ahorro anual y años de amortización con subvenciones.",placas solares,YES,content/es/bienes-raices-y-vivienda/calculadora-coste-placas-solares.md,,,,,,,,,,,,,
es,bienes-raices-y-vivienda,calculadora-division-horizontal,Calculadora División Horizontal Edificio,"Calcula costes de división horizontal de finca o edificio: notario, registro, arquitecto.",división horizontal,YES,content/es/bienes-raices-y-vivienda/calculadora-division-horizontal.md,,,,,,,,,,,,,
es,pymes-y-empresas,calculadora-coste-empleado,Calculadora Coste Real Empleado para Empresa,"Calcula coste total empleado: salario bruto, seguridad social empresa, neto trabajador.",coste empleado,NO,content/es/pymes-y-empresas/calculadora-coste-empleado.md,,,,,,,,,,,,,
es,pymes-y-empresas,calculadora-impuesto-sociedades,Calculadora Impuesto de Sociedades 2025,"Calcula Impuesto de Sociedades: base imponible, tipo 25%, deducciones y cuota a pagar.",impuesto sociedades,NO,content/es/pymes-y-empresas/calculadora-impuesto-sociedades.md,,,,,,,,,,,,,
es,pymes-y-empresas,calculadora-punto-equilibrio,Calculadora Punto de Equilibrio Empresarial,Calcula punto de equilibrio: unidades a vender para cubrir costes fijos y variables.,punto equilibrio,NO,content/es/pymes-y-empresas/calculadora-punto-equilibrio.md,,,,,,,,,,,,,
es,pymes-y-empresas,calculadora-amortizacion-activos,Calculadora Amortización Activos Fijos,"Calcula amortización contable y fiscal de inmovilizado: maquinaria, vehículos, equipos.",amortización,NO,content/es/pymes-y-empresas/calculadora-amortizacion-activos.md,,,,,,,,,,,,,
es,legal-y-administrativo,calculadora-sucesiones-donaciones,Calculadora Impuesto Sucesiones y Donaciones,"Calcula impuesto sucesiones y donaciones por comunidad autónoma, parentesco y patrimonio.",sucesiones,NO,content/es/legal-y-administrativo/calculadora-sucesiones-donaciones.md,,,,,,,,,,,,,
es,legal-y-administrativo,calculadora-ley-segunda-oportunidad,Calculadora Ley Segunda Oportunidad - Cancelación Deudas,Calcula si puedes acogerte a la Ley de Segunda Oportunidad para cancelar deudas insatisfechas.,segunda oportunidad,NO,content/es/legal-y-administrativo/calculadora-ley-segunda-oportunidad.md,,,,,,,,,,,,,
es,legal-y-administrativo,calculadora-coste-okupacion,Calculadora Coste Desalojo Okupación Vivienda,"Estima costes de desalojo por okupación: abogado, procurador, tiempo y gastos procesales.",okupación,NO,content/es/legal-y-administrativo/calculadora-coste-okupacion.md,,,,,,,,,,,,,
es,legal-y-administrativo,calculadora-extincion-condominio,Calculadora Extinción Condominio y Costes,"Calcula costes de extinción de condominio: tasación, notario, registro, impuestos.",extinción condominio,NO,content/es/legal-y-administrativo/calculadora-extincion-condominio.md,,,,,,,,,,,,,
es,legal-y-administrativo,calculadora-impuesto-patrimonio,Calculadora Impuesto sobre el Patrimonio,"Calcula Impuesto Patrimonio por CCAA. Mínimo exento, bienes, deudas y cuota a pagar.",impuesto patrimonio,NO,content/es/legal-y-administrativo/calculadora-impuesto-patrimonio.md,,,,,,,,,,,,,
es,automoviles-y-transporte,calculadora-amortizacion-vehiculo,Calculadora Amortización Vehículo Empresa,"Calcula amortización fiscal de vehículos de empresa: turismos, furgonetas, camiones.",amortización vehículo,NO,content/es/automoviles-y-transporte/calculadora-amortizacion-vehiculo.md,,,,,,,,,,,,,
es,miscelanea-y-vida-cotidiana,calculadora-impuestos-criptomonedas,Calculadora Impuestos Criptomonedas España,"Calcula impuestos por trading crypto: plusvalías, IRPF, modelo 720 y declaración Hacienda.",criptomonedas,NO,content/es/miscelanea-y-vida-cotidiana/calculadora-impuestos-criptomonedas.md,,,,,,,,,,,,,
es,miscelanea-y-vida-cotidiana,simulador-declaracion-renta,Simulador Declaración Renta IRPF,"Simula tu declaración de la renta: rendimientos trabajo, capital, deducciones y resultado.",declaración renta,NO,content/es/miscelanea-y-vida-cotidiana/simulador-declaracion-renta.md,,,,,,,,,,,,,
es,miscelanea-y-vida-cotidiana,calculadora-rendimiento-deposito,Calculadora Rendimiento Depósito a Plazo,Calcula intereses y rendimiento neto de depósitos bancarios a plazo fijo con retención IRPF.,depósito plazo,NO,content/es/miscelanea-y-vida-cotidiana/calculadora-rendimiento-deposito.md,,,,,,,,,,,,,
es,miscelanea-y-vida-cotidiana,calculadora-rendimiento-plan-indexado,Calculadora Rendimiento Plan de Pensiones Indexado,Calcula rentabilidad plan de pensiones indexado a índice bursátil con aportaciones periódicas.,plan pensiones,NO,content/es/miscelanea-y-vida-cotidiana/calculadora-rendimiento-plan-indexado.md,,,,,,,,,,,,,
es,miscelanea-y-vida-cotidiana,calculadora-impuestos-venta-vivienda-heredada,Calculadora Impuestos Venta Vivienda Heredada,Calcula plusvalía e IRPF por venta de vivienda heredada. Gastos deducibles y exenciones.,venta vivienda heredada,NO,content/es/miscelanea-y-vida-cotidiana/calculadora-impuestos-venta-vivienda-heredada.md,,,,,,,,,,,,,
es,miscelanea-y-vida-cotidiana,calculadora-deducciones-autonomicas,Calculadora Deducciones Autonómicas IRPF,"Calcula deducciones autonómicas en IRPF: alquiler, nacimiento, discapacidad, familia numerosa.",deducciones autonómicas,NO,content/es/miscelanea-y-vida-cotidiana/calculadora-deducciones-autonomicas.md,,,,,,,,,,,,,
fr,fiscalite-et-travail-independant,calculateur-cotisations-urssaf,Calculateur Cotisations URSSAF Auto-entrepreneur,"Comparez micro-entreprise et régime réel : charges, impôts, revenu net et optimisation fiscale.",micro-entreprise,YES,content/fr/fiscalite-et-travail-independant/calculateur-cotisations-urssaf.md,,,,,,,,,,,,,
fr,epargne-et-investissements,calculateur-tva,"Calculateur TVA - Taux 20%, 10%, 5.5%","Calculez TVA HT, TTC et montant TVA selon les taux français 20%, 10%, 5,5% et 2,1%.",TVA,NO,content/fr/epargne-et-investissements/calculateur-tva.md,,,,,,,,,,,,,
en,finance-and-investment,fire-calculator,FIRE Calculator - Financial Independence Retire Early,"Calculate your FIRE number, years to retirement, and financial independence based on savings rate and expenses.",FIRE,YES,content/en/finance-and-investment/fire-calculator.md,,,,,,,,,,,,,
en,finance-and-investment,crypto-portfolio-calculator,Crypto Portfolio Tracker and Calculator,"Track cryptocurrency portfolio performance, gains/losses, and allocation across multiple coins.",crypto portfolio,YES,content/en/finance-and-investment/crypto-portfolio-calculator.md,,,,,,,,,,,,,
en,real-estate-and-housing,rental-property-cash-flow-calculator,Rental Property Cash Flow Calculator,"Calculate rental property cash flow, ROI, cap rate, and net operating income for real estate investing.",rental property,NO,content/en/real-estate-and-housing/rental-property-cash-flow-calculator.md,,,,,,,,,,,,,
en,business-and-marketing,break-even-point-startup,Break Even Point Calculator for Startups,"Calculate break-even point for your startup or business: fixed costs, variable costs, and units needed.",break even,NO,content/en/business-and-marketing/break-even-point-startup.md,,,,,,,,,,,,,
en,education-and-career,severance-package-calculator,Severance Package Calculator - Redundancy Pay,"Calculate severance pay, redundancy package, and termination benefits based on years of service.",severance pay,NO,content/en/education-and-career/severance-package-calculator.md,,,,,,,,,,,,,
en,tax-and-freelance-uk-us-ca,uk-vat-calculator,UK VAT Calculator - 20% VAT Rate,"Calculate UK VAT at 20% standard rate: add VAT, remove VAT, and VAT on gross amount.",UK VAT,YES,content/en/tax-and-freelance-uk-us-ca/uk-vat-calculator.md,,,,,,,,,,,,,
